key,en-GROUP,pt-PT-x-PT text
maintenance.description,,Está em curso uma atualização da TV Box. Esta operação pode demorar alguns minutos. Por favor não desligue o dispositivo.
maintenance.title,,Atualização em curso
miniProgramInfo.showMore,,Mostrar mais informação
myApps.Shortcut.Add,,Adicionar às Minhas Apps
myApps.Shortcut.Manage,,Organizar
myApps.add.info,,Selecione as aplicações que pretende adicionar
myApps.add.title,,Adicionar às Minhas Apps
myApps.delete.info,,Selecione as aplicações que pretende remover
myApps.delete.title,,Remover das Minhas Apps
myApps.manage.favorite,,As Minhas Apps Favoritas
myApps.manage.info.favorite,,Organize as suas Apps favoritas
myApps.manage.info.favorite.number,,%1 Apps
myApps.manage.info.recent,,As apps usadas recentemente
myApps.manage.info.recent.number,,Ainda não foram utilizadas Apps
myApps.manage.recent,,As Minhas Apps Usadas Recentemente
myApps.manage.title,,As Minhas Apps
myApps.reorder.info.default,,Selecione as Apps que pretende mover
myApps.reorder.info.reorderMode,,Utilize as teclas Esquerda e Direita do comando para deslocar a aplicação até à posição pretendida e prima OK.
myApps.reorder.title,,Reordenar as Minhas Apps
mytv.external.myTVRecommendations,,Recomendações para si
mytv.kaltura.Adults,,Programas bloqueados
mytv.recommendations,,Recomendações para si
mytv.recommended,,Recomendações
mytv.recordings.all.lastMonth,,Mês anterior
mytv.recordings.all.lastWeek,,Semana anterior
mytv.recordings.all.month,,Este mês
mytv.recordings.all.older,,Mais Antigas
mytv.recordings.all.week,,Esta semana
mytv.recordings.cloud.future,,Expira mais tarde
mytv.recordings.cloud.month,,Expira este mês
mytv.recordings.cloud.never,,Sem data de expiração
mytv.recordings.cloud.nextMonth,,Expira no próximo mês
mytv.recordings.cloud.nextWeek,,Expira na próxima semana
mytv.recordings.cloud.week,,Expira esta semana
mytv.recordings.cloud.year,,Expira este ano
mytv.recordings.failed.lastMonth,,Mês Anterior
mytv.recordings.failed.lastWeek,,Semana Anterior
mytv.recordings.failed.month,,Este Mês
mytv.recordings.failed.week,,Esta Semana
mytv.recordings.local.hd,,HD
mytv.recordings.local.lastMonth,,Último mês
mytv.recordings.local.lastWeek,,Última semana
mytv.recordings.local.month,,Este mês
mytv.recordings.local.older,,Mais antigo
mytv.recordings.local.other,,Outra
mytv.recordings.local.sd,,SD
mytv.recordings.local.uhd,,4K
mytv.recordings.local.week,,Esta semana
mytv.recordings.month,,Este mês
mytv.recordings.nextWeek,,Próxima semana
mytv.recordings.older,,Gravações anteriores
mytv.recordings.scheduledRecordings.clashes,,Conflito de Gravações
mytv.recordings.scheduledRecordings.series,,Gravações de Séries
mytv.recordings.scheduledRecordings.single,,Gravações
mytv.recordings.soon,,A expirar brevemente
mytv.recordings.unwatched.lastMonth,,Mês Anterior
mytv.recordings.unwatched.lastWeek,,Semana Anterior
mytv.recordings.unwatched.month,,Este Mês
mytv.recordings.unwatched.week,,Esta Semana
mytv.recordings.week,,Esta semana
mytvRecommendations1,,Continuar a ver
mytvRecommendations2,,Recomendações para si
nagra.information.authNToken,,Token
nagra.information.cakVersion,,CAK Version
nagra.information.chipset.revision,,Revisão de chipset
nagra.information.chipset.type,,Tipo de chipset
nagra.information.dasSDKVersion,,DAS SDK Version
nagra.information.irdsn,,IRDSN
nagra.information.lastAuthNTokenDate,,Última atualização do certificado AuthN
nagra.information.lastConnectionsToOTT,,Últimas ligações OTT
nagra.information.lastEntitlement,,Última data de autorização
nagra.information.lastLicenceUpdate,,Atualizar as últimas licensas
nagra.information.lastProvision,,Última data de aprovisionamento
nagra.information.nc.OpVaultTimestamp,,Op Vault Timestamp
nagra.information.nc.deviceUniqueId,,Device Unique Id
nagra.information.nc.initStatus,,Init Status
nagra.information.nc.integrationContextCertificateName,,Certificate Name
nagra.information.nc.integrationContextCertificateOperatorId,,Certificate Operator Id
nagra.information.nc.integrationContextCertificatePlatform,,Certificate Platform
nagra.information.nc.integrationContextCertificateSecurityLevel,,Certificate Security Level
nagra.information.nc.integrationContextCertificateType,,Certificate Type
nagra.information.nc.nuid,,NUID
nagra.information.nc.prmaVersion,,PRMA Version
nagra.information.nc.prmcVersion,,PRMC Version
nagra.information.nuid,,NUID
nagra.information.projectInfo,,Informação de projeto
nagra.popups.connectionLost,,Problema de ligação à Box
nagra.popups.defaultError,,Canal não subscrito
nagra.popups.suspended,,Box suspensa
nagra.popups.uninitialized,,Serviço indisponível
nagra.popups.unsubscribed,,Canal não subscrito. Se precisar de ajuda aceda a Menu>Apps>Ajuda TOBi e selecione a opção Mensagens de Erro.
network.wifi.band.unit,,GHz
network.wifi.quality.good,,Ligação boa
network.wifi.quality.incompatible,,Ligação fraca
network.wifi.quality.sufficient,,Ligação normal
networkAccessValidation.defaultErrorMessage,,Não é possível utilizar esta TV box com esta ligação de rede. Por favor ligue a TV Box ao seu acesso Fibra da rede Vodafone.
notification.HDCPError.description,,Descrição
notification.HDCPError.title,,Erro HDCP
notification.adultProgram.hidden.description,,Altere as definições de controlo parental para ver
notification.adultProgram.hidden.title,,Programa escondido
notification.alexa.alert.description,,"Diga ""Alexa stop"" para desativar."
notification.alexa.alert.title,,Notificação da Alexa
notification.alexa.alexaNumberOfNotification.title,,Tem %1 notificações da Alexa.
notification.alexa.apps.notAvailable,,Os controlos não estão disponíveis para esta aplicação
notification.alexa.apps.wrongContext,,Os controlos de reprodução não estão disponíveis nesta aplicação.
notification.alexa.listenToNotification.description,,"Diga ""Ouvir notificações"" para ouvir as notificações da Alexa."
notification.alexa.pressingVoiceButton.description,,"Pressione o botão de Voz e diga ""Ouvir notificações"" para ouvir todas as notificações Alexa."
notification.alexaAction.disabledInsideApps,,A interação por voz não está disponível durante a utilização de Apps.
notification.app.cts.token.error,,Erro ao iniciar a aplicação
notification.app.gdpr.disagree,,Por favor aceda às definições e altere a sua preferência para o Modo Inteligente
notification.app.notSubscribed,,Não tem esta aplicação subscrita
notification.automaticRecordings.channelDisabled,,Por favor ative as Gravações Automáticas para este canal para poder visualizar este conteúdo.
notification.backend.error,,SC402: Ocorreu um erro. Por favor tente de novo mais tarde.
notification.bleRemotePairing.failed,,Não foi possível emparelhar o comando.
notification.bleRemotePairing.info,,Para utilizar o controlo por voz aceda ao menu de configurações do comando e prima durante 5 segundos a tecla 3 e a tecla amarela para emparelhar o comando.
notification.bleRemotePairing.success,,Emparelhamento efetuado com sucesso. Já pode utilizar o comando de voz.
notification.bluetooth.connected,,Ligação Bluetooth estabelecida
notification.bluetooth.disconnected,,Ligação Bluetooth terminada
notification.bluetooth.fail,,O emparelhamento falhou
notification.bluetooth.multiple.remove.subtitle,,%1 dispositivos removidos com sucesso.
notification.bluetooth.noDevice,,Não foi encontrado nenhum dispositivo
notification.bluetooth.rcu.connected,,O telecomando está agora ligado através de Bluetooth
notification.bluetooth.remove,,Remover dispositivos Bluetooth
notification.bluetooth.remove.subtitle,, Dispositivo removido
notification.bluetooth.success,,Dispositivo adicionado
notification.bluetooth.unsupportedRcu.description,,Versão incorreta do telecomando.
notification.bluetooth.unsupportedRcu.title,,Telecomando não suportado
notification.buy.notPossible,,Não é possível efetuar compras neste dispositivo
notification.channel.liveApp,,Prima CIMA ou BAIXO para aceder à App %1.
notification.channel.liveApp.redButton,,Pressione VERMELHO para lançar %1.
notification.drmUnavailable.description,,O DRM não está ainda disponível
notification.drmUnavailable.title,,DRM indisponível
notification.episode.past,,O episódio está agora disponível nas gravações
notification.episode.scheduled,,Gravação agendada
notification.episode.scheduledNew,,Foi agendada gravação da série %1
notification.episode.start,,Gravação a decorrer
notification.folder.confirm,,OK
notification.frequentlyAskedQuestions.fetch.error,,Não foi possível apresentar a informação.
notification.mcast.insufficient.bandwidth,,Largura de banda insuficiente
notification.network.fallback,,As novas configurações não são válidas. Por favor tente de novo, ou selecione VOLTAR para repor as configurações anteriores.
notification.network.fallback.Id,,ID %1
notification.network.noMuMimoEnabled,,Devido ao fraco sinal Wi-Fi a qualidade deste serviço pode apresentar-se degradada. Para resolver aceda às definições de rede.
notification.network.notEnoughBandwidth,,Devido a dificuldades com a ligação por Wi-Fi pode ocorrer uma degradação do serviço TV.
notification.offline.error,,A TV Box está sem ligação à rede.
notification.player.blackout.message1,,Este conteúdo não está disponivel para visualização devido a limitações nos direitos de distribuição.
notification.player.blackout.message2,,Este conteúdo não está disponivel para visualização devido a limitações nos direitos de distribuição.
notification.player.concurrent,,Este programa já está a ser visualizado no número máximo de dispositivos em simultâneo.
notification.player.noRights,,SB003: Não é possível visualizar este conteúdo.
notification.ppv.success,,Comprado com sucesso
notification.privacy.fail.description,,Tentar novamente mais tarde
notification.privacy.fail.title,,Ocorreu um erro 
notification.programInfo.failure,,SM010: Ocorreu um erro. Não é possível apresentar a informação.
notification.programInfo.purchase.disclaimer,,A compra será efetuada após a introdução do PIN.
notification.programInfo.recording.noChannel,,Esta gravação não pertence a nenhum canal
notification.programInfo.rental.days.disclaimer,,O seu aluguer de %1 dias inicia após a confirmação do aluguer. O PIN inicial é 0000.
notification.programInfo.rental.hour.disclaimer,,O seu aluguer de %1 hora inicia após a confirmação. O PIN inicial é 0000.
notification.programInfo.rental.hours.disclaimer,,O seu aluguer de %1 horas inicia após a confirmação. O PIN inicial é 0000.
notification.programInfo.rental.month.disclaimer,,O seu aluguer de %1 mês inicia após a confirmação. O PIN inicial é 0000.
notification.programInfo.rental.months.disclaimer,,O seu aluguer de %1 meses inicia após a confirmação. O PIN inicial é 0000.
notification.programInfo.subscribe.disclaimer,,A sua subscrição começa depois de confirmar a operação.
notification.recommendations.disabled,,Modo Inteligente inativo
notification.recommendations.enabled,,Modo Inteligente ativo
notification.recommendationsOptIn,,Pode desativar esta funcionalidade mais tarde acedendo ao menu de Configurações.
