key;en-GROUP;el-GR-x-GR text
notification.player.concurrent;;Έχετε φτάσει τον μέγιστο αριθμό συσκευών που μπορούν να αναπαράγουν περιεχόμενο ταυτόχρονα. Για να δείτε σε αυτή την οθόνη πρέπει να διακόψετε την προβολή σε μία τις άλλες συσκευές σας.
notification.player.noRights;;SB003: Προσπαθείτε να δείτε σε περισσότερες από το επιτρεπόμενο όριο συσκευές ή δεν έχετε συνδρομή στο συγκεκριμένο κανάλι
notification.ppv.success;;Επιτυχής αγορά
notification.privacy.fail.description;;Δοκιμάστε αργότερα
notification.privacy.fail.title;;Σφάλμα Πολιτικής απορρήτου 
notification.programInfo.failure;;SM010: Παρουσιάστηκε σφάλμα στην παρουσίαση πληροφοριών.
notification.programInfo.purchase.disclaimer;;Μόλις βάλετε το PIN θα ολοκληρωθεί η αγορά σας και θα είναι αδύνατο να την ακυρώσετε.
notification.programInfo.recording.noChannel;;Η εγγραφή δεν ανήκει σε κάποιο κανάλι.
notification.programInfo.rental.days.disclaimer;;Η ενοικίαση σας για %1 ήμερές ξεκινάει με την επιβεβαίωση.
notification.programInfo.rental.hour.disclaimer;;Η %1h ενοικίαση σας ξεκινάει με την επιβεβαίωση
notification.programInfo.rental.hours.disclaimer;;Η %1h ενοικίαση σας ξεκινάει με την επιβεβαίωση
notification.programInfo.rental.month.disclaimer;;Η ενοικίαση σας για %1 μήνα ξεκινάει με την επιβεβαίωση
notification.programInfo.rental.months.disclaimer;;Η ενοικίαση σας για %1 μήνες ξεκινάει με την επιβεβαίωση
notification.programInfo.subscribe.disclaimer;;Η συνδρομή σας ξεκινάει μετά την εισαγωγή του PIN
notification.recommendations.disabled;;Οι προτάσεις περιεχομένου έχουν απενεργοποιηθεί
notification.recommendations.enabled;;Οι προτάσεις περιεχομένου έχουν ενεργοποιηθεί
notification.recommendationsOptIn;;Εάν θέλετε να απενεργοποιήσετε τις προτάσεις πηγαίνετε στις Ρυθμίσεις> Προστασία προσωπικών δεδομένων.
notification.recommendationsOptOut;;Εάν θέλετε να ενεργοποιήσετε τις προτάσεις πηγαίνετε στις Ρυθμίσεις> Προστασία προσωπικών δεδομένων.
notification.recording.cancel.failed;;Η ακύρωσης της εγγραφής δεν ήταν εφικτή. Παρακαλώ δοκιμάστε αργότερα.
notification.recording.clash.multiple;;Εντοπίστηκαν πρόβληματα κατά την εγγραφή
notification.recording.clash.multiple.description;;Για επίλυση πιέστε %1 στο τηλεχειριστήριο σας για να μεταβείτε στο My Home / Προγραμματισμένες εγγραφές
notification.recording.clash.resolve;;Το πρόβλημα επιλύθηκε
notification.recording.clash.resolve.description;;Περιγραφή επίλυσης του προβλήματος
notification.recording.clash.single;;Εντοπίστηκε πρόβλημα κατά την εγγραφή
notification.recording.clash.single.description;;Για επίλυση πιέστε %1 στο τηλεχειριστήριο σας για να μεταβείτε στο My Home / Προγραμματισμένες εγγραφές
notification.recording.delete.failed;;Η διαγραφή δεν ήταν εφικτή. Παρακαλώ δοκιμάστε αργότερα.
notification.recording.description.deleteRecordings;;Διαγράφηκαν επιτυχώς %1 εγγραφές.
notification.recording.fullCloudProtection;;Πάρα πολλές προστατευμένες εγγραφές στο cloud
notification.recording.fullLocalProtection;;Πάρα πολλές τοπικά προστατευμένες εγγραφές
notification.recording.fullProtectionTitle;;Η εγγραφή δεν είναι δυνατό να προστατευτεί
notification.recording.localNotPossible;;Πρέπει να συνδέσετε ένα σκληρό δίσκο με USB για να πραγματοποιηθεί η εγγραφή
notification.recording.past;;Προστέθηκε για εγγραφή
notification.recording.scheduledNew;;H εγγραφή %1 προγραμματίστηκε
notification.recording.title.delete;;Διαγραφή εγγραφών 
notification.recordings.update;;Ενημέρωση της τηλεόρασης Vodafone
notification.remoteBooking.hddConnected.title;;Για απομακρυσμένες εγγραφές, πιέστε το πράσινο κουμπί και αλλάξτε τις ρυθμίσεις αναμονής.
notification.remoteDiagnostics.speedTest.ongoing;;Speedtest σε εξέλιξη, παρακαλώ περιμένετε.
notification.remotePairing.timeout;;Αποτυχία σύνδεσης παρακαλώ δοκιμάστε ξανά
notification.rent.notPossible;;Η συνδρομή σας δεν περιλαμβάνει την δυνατότητα ενοικίασης ταινιών.
notification.rollingBuffer.description;;ή πιέστε το BACK για παραμονή στο restart TV
notification.rollingBuffer.title;;Επιστοφή στην ζωντανή ροή σε 
notification.search.characterLimit.description;;Έχετε φτάσει τον μέγιστο επιτρεπόμενο αριθμό χαρακτήρων
notification.search.characterLimit.title;;Φτάσατε το μέγιστο όριο χαρακτήρων
notification.search.fail.description;;Παρουσιάστηκε ένα σφάλμα παρακαλώ δοκιμάστε ξανά
notification.search.fail.title;;Σφάλμα παρακαλώ δοκιμάστε σε λίγο
notification.seriesInfo.fetchDataFailed;;Αδυναμία εμφάνισης διαθέσιμων επεισοδίων. Ελέγξτε τη σύνδεση στο διαδίκτυο.
notification.seriesInfo.missingMetadata;;Η πληροφορία προγράμματος δεν είναι διαθέσιμη.
notification.seriesRecording.alreadyScheduled;;Αυτό το περιεχόμενο είναι ήδη προγραμματισμένο για εγγραφή. Για περισσότερες επιλογές, πιέστε OK
notification.seriesRecording.past;;Όλα τα προηγούμενα επεισόδια θα είναι διαθέσιμα στις Εγγραφές σας σύντομα
notification.seriesRecording.pastNew;;Τα προηγούμενα επεισόδια θα είναι σύντομα διαθέσιμα στις εγγραφές σας.
notification.soundbox.audio.off;;Ηχητική έξοδος απενεργοποιημένη
notification.soundbox.audio.stb;;Ηχητική έξοδος ρυθμίστηκε σε αποκωδικοποιητή
notification.soundbox.audio.tv;;Ηχητική έξοδος ρυθμίστηκε σε TV
notification.soundbox.connected;;%1 συνδεδεμένο
notification.soundbox.description;;Μεταβείτε στις Ρυθμίσεις / Συνδεδεμένες συσκευές / Βοηθοί φωνής για ρύθμιση.
notification.soundbox.disconnected;;Το ηχείο αποσυνδέθηκε
notification.subscribe.notPossible;;Η προσθήκη της συνδρομής δεν μπορεί να γίνει από αυτή την συσκευή.
notification.subscription.success;;Επιτυχής συνδρομή.
notification.timeout.error;;SC401: Αποσύνδεση από το διαδίκτυο. Ελέγξτε τη σύνδεση στο διαδίκτυο.
notification.trickMode.notAllowed;;Δεν επιτρέπεται η λειτουργία FFW, pause, rewind.
notification.vodafoneNetworkLost.description;;Πρέπει να είστε στο Vodafone δίκτυό σας για να χρησιμοποιείτε όλες τις λειτουργίες της Vodafone TV
notification.vodafoneNetworkLost.title;;Δεν υπάρχει δίκτυο
notification.voiceAction.appNonExistent;;Η φωνητική εντολή δεν υποστηρίζεται
notification.voiceAction.appNotAvailable;;Η εφαρμογή δεν είναι διαθέσιμη
notification.voiceAction.areaNonExistent;;Δεν υπάρχει τέτοιο περιεχόμενο
notification.voiceAction.genericError;;Παρουσιάστηκε κάποιο σφάλμα παρακαλώ δοκιμάστε ξανά
notification.voiceAction.keyPressedTooShort;;Δεν το καταλάβαμε, πατήστε το πλήκτρο φωνής για μεγαλύτερο χρονικό διάστημα και μιλήστε
notification.voiceAction.kids.profileNotSelected;;Πρέπει να επιλέξετε ένα προφίλ πριν χρησιμοποιήσετε την είσοδο φωνής
notification.voiceAction.kids.screenNotAllowed;;Πρέπει να μεταβείτε στο μενού για να χρησιμοποιήσετε την είσοδο φωνής
notification.voiceAction.misunderstanding;;Sorry, we didn't get that please speak again
notification.voiceAction.noChannel;;Το κανάλι %1 δεν υπάρχει
notification.voiceAction.noChannelError;;That channel does not exist
notification.voiceAction.noChannelNumber;;That channel number does not exist
notification.voiceAction.noResults;;Δεν βρεθηκαν αποτελέσματα. Παρακαλώ επαναλάβατε
notification.voiceAction.notAllowedContent;;Λυπούμαστε, δεν επιτρέπεται να παρακολουθήσετε αυτόν τον τύπο περιεχομένου
notification.voiceAction.notAllowedInApp;;Αυτή η επιλογή δεν είναι διαθέσιμη σε αυτή την συσκευή
notification.voiceAction.notPossible;;Δεν είναι δυνατή η εκτέλεση αυτού του αιτήματος
notification.voiceAction.notSupportedInKids;;Λυπούμαστε, δεν μπορείτε να το κάνετε αυτό χρησιμοποιώντας το Vodafone Kids.
notification.voiceAction.voiceASRFailure;;Παρακαλώ δοκιμάστε ξανά
notification.voiceAction.voiceToSearch;;Κάντε φωνητική αναζήτηση
notifications.privacy.fail.title;;Αδυναμία πρόσβασης στην πολιτική απορρήτου
optIn;;Ενεργοποίηση τώρα
pin.consecutiveDigitsError.popup.text;;Δεν επιτρέπονται τέσσερις ίδιοι αριθμοί στη σειρά (π.χ. 2222)<br>Επιλέξτε έναν διαφορετικό συνδυασμό.
pin.consecutiveDigitsError.popup.title;;Αυτός ο συνδυασμός δεν επιτρέπεται<br><br>
pin.lockedPin.notification.description;;Δοκιμάστε ξανά σε %1
pin.lockedPin.notification.title;;Η καταχώριση PIN είναι κλειδωμένη
pin.lockedPin.popup.text;;Το PIN που εισαγάγατε ήταν λανθασμένο τρεις φορές στη σειρά<br>Μπορείτε να δοκιμάσετε ξανά σε %1
pin.lockedPin.popup.title;;Η καταχώριση PIN είναι κλειδωμένη για τα επόμενα %1<br><br>
pinEntry.adultPin;;Εισάγετε PIN
pinEntry.purchasePinCode;;Εισάγετε PIN
player.endOfBuffer.description;;Έχετε φθάσει στην έναρξη της Αυτόματης Εγγραφής
player.endOfBuffer.title;;Αυτόματη εγγραφή υπερέβηκε
player.feedback.remaining;;Μένουν
player.notification.cantRecoverMedia.description;;Δεν μπορέσαμε να ανακτήσουμε τo βίντεο
player.notification.cantRecoverMedia.title;;Πρόβλημα player
popup.gdpr.app.disagree;;Παρακαλώ κάντε επανεκκίνηση της συσκευής για να εφαρμοστούν οι ρυθμίσεις σας
popups.buttons.continueWithoutRebooting;;Συνέχεια χωρίς κανάλια
popups.buttons.rebootStb;;Επανεκκίνηση
popups.cecStandBy.message;;Ο αποκωδικοποιητής πρόκειται να απενεργοποιηθεί για εξοικονόμηση ενέργειας
popups.deepLinkError.button;;ΟΚ
popups.deepLinkError.message;;Λυπούμαστε, υπήρξε πρόβλημα κατά την εκτέλεση αυτής της λειτουργίας. Παρακαλώ προσπαθήστε ξανά αργότερα.
popups.deepLinkError.title;;Κάτι πήγε λάθος
popups.emptyChannelList.description;;"Πατήστε OK για να επανεκκινήσετε τον αποκωδικοποιητή σας και να λύσετε το πρόβλημα. <br> Εάν θέλετε να συνεχίσετε χωρίς κανάλια, πατήστε OK στο ""Συνέχεια χωρίς κανάλια"". Για να λύσετε το πρόβλημα αργότερα, απενεργοποιήστε και ενεργοποιήστε ξανά τον αποκωδικοποιητή από την πηγή τροφοδοσίας. """
popups.emptyChannelList.title;;Δεν μπορέσαμε να ανακτήσουμε την πλήρη λίστα των καναλιών σας
popups.error.folderWithIncorrectApp;;Αποτυχία έναρξης της εφαρμογής από τον φάκελο
popups.howToSubscribe;;Για να γίνετε συνδρομητής επικοινωνήστε με την εξυπηρέτηση πελατών στο 13830
popups.networkValidation.buttons.retry;;Επανάληψη
popups.networkValidation.misc;;Παρουσιάστηκε σφάλμα (σφάλμα: % 1).
popups.networkValidation.title;;Πρόβλημα επικύρωσης
popups.noInternetConnection.button;;Ρυθμίσεις
popups.noInternetConnection.message;;Παρακαλώ ελέγξτε το καλώδιο και τις ρυθμίσεις δικτύου. Εάν το πρόβλημα επιμένει, επικοινωνήστε με την εξυπηρέτηση πελατών.
popups.noInternetConnection.title;;Δεν βρέθηκε σύνδεση στο διαδίκτυο
popups.notEnoughBandwidth.buttons.retry;;Προσπαθησε ξανα
popups.notEnoughBandwidth.message;;Η ταχύτητα της WiFi σύνδεσης δεν επαρκεί για την σωστή λειτουργία του Vodafone TV. Δοκιμάστε να φέρετε το ρούτερ πιο κοντά στον αποκωδικοποιητή. Αν το πρόβλημα παραμένει επικοινωνήστε με τον TOBi στο www.vodafone.gr ή με το τηλεφωνικό κέντρο (13830)
popups.notEnoughBandwidth.title;;Λυπούμαστε, υπήρχε ένα πρόβλημα με την σύνδεση του WiFi σας
popups.powerSaving.buttons.closeThirdAppsAndAdjust;;Κλείστε και αλλάξτε το standby
popups.speedTest.misc;;"Το Speedtest βρίσκεται σε εξέλιξη. Θέλετε να σταματήσετε το τεστ;"
popups.subscriptionFiltering.buttons.cancel;;Όχι
popups.subscriptionFiltering.buttons.showApp;;Εμφάνισε %1
popups.subscriptionFiltering.message;;"Εμφάνιση %1 περιεχομένου στην περιοχή του On Demand και στα αποτελέσματα αναζήτησης;"
popups.subscriptionFiltering.title;;Ελπίζουμε να απολύσατε αυτή την εφαρμογή.
popups.update.failed;;Σφάλμα %1: Η αναβάθμιση δεν ολοκληρώθηκε
popups.update.success;;Η αναβάθμιση ολοκληρώθηκε
programInfo.actionButtons.confirm;;Επιβεβαίωση
programInfo.actionButtons.from;;από
programInfo.actionButtons.listen;;Άκου
programInfo.actionButtons.noFolderSubscribe;;Συνδρομή
programInfo.actionButtons.own;;Αγορά
programInfo.actionButtons.ownAsPPVLabel;;Αγορά %1
programInfo.actionButtons.ownLabel;;Αγορά %1
programInfo.actionButtons.rentAsPPVLabel;;Ενοικίαση %1
programInfo.actionButtons.restartLiveOn;;Επανεκκινήστε το Live
programInfo.actionButtons.resume;;Συνέχεια
programInfo.actionButtons.subscribeLabel;;Συνδρομή στο
programInfo.actionButtons.subscribePrice;;Συνδρομή %1
programInfo.actionButtons.subscribeSelfcare;;Συνδρομή
programInfo.actionButtons.subscribedLabel;;Συνδρομή στο
